emoji,name,cos_sim_cad,cos_sim_prompt
🧑🏾‍❤‍💋‍🧑🏿,kiss_person_person_medium-dark_skin_tone_dark_skin_tone,-0.078936,-0.117821
⏪,fast_reverse_button,-0.078962,-0.209886
🧑🏻‍🦲,person_light_skin_tone_bald,-0.079212,-0.045383
🧑🏿‍🐰‍🧑🏼,people_with_bunny_ears_dark_skin_tone_medium-light_skin_tone,-0.079270,-0.159571
🚶🏾‍♂️‍➡,man_walking_facing_right_medium-dark_skin_tone,-0.079279,-0.134760
👩🏾‍🦯,woman_with_white_cane_medium-dark_skin_tone,-0.079304,0.032848
🤦🏽‍♂️,man_facepalming_medium_skin_tone,-0.079352,-0.188569
🧎🏾‍➡,person_kneeling_facing_right_medium-dark_skin_tone,-0.079683,-0.200981
🧑🏻‍❤‍🧑🏽,couple_with_heart_person_person_light_skin_tone_medium_skin_tone,-0.079704,-0.011128
🧑🏿‍🐰‍🧑🏻,people_with_bunny_ears_dark_skin_tone_light_skin_tone,-0.079717,-0.159393
🧑🏽‍🦼,person_in_motorized_wheelchair_medium_skin_tone,-0.079766,-0.003257
👨🏽‍🫯‍👨🏻,men_wrestling_medium_skin_tone_light_skin_tone,-0.079774,0.004122
🇻🇦,Vatican_City,-0.079889,-0.022144
🤹🏿‍♀,woman_juggling_dark_skin_tone,-0.080062,-0.168897
🤷🏿‍♀,woman_shrugging_dark_skin_tone,-0.080207,-0.164173
😟,worried_face,-0.080268,-0.091383
🤾🏾‍♀,woman_playing_handball_medium-dark_skin_tone,-0.080370,-0.014275
👨🏿‍🎓,man_student_dark_skin_tone,-0.080392,-0.111624
🧑🏿‍🐰‍🧑🏽,people_with_bunny_ears_dark_skin_tone_medium_skin_tone,-0.080398,-0.160907
🤦‍♂,man_facepalming,-0.080421,-0.193844
🆑,CL_button,-0.080491,-0.265097
🚶🏾‍♂‍➡,man_walking_facing_right_medium-dark_skin_tone,-0.080518,-0.121874
🤶🏿,Mrs._Claus_dark_skin_tone,-0.080522,-0.197112
🤌🏿,pinched_fingers_dark_skin_tone,-0.080537,-0.176891
🧝🏿‍♂,man_elf_dark_skin_tone,-0.080686,-0.164123
👩🏽‍🦼,woman_in_motorized_wheelchair_medium_skin_tone,-0.080747,-0.004887
🧍🏻‍♀,woman_standing_light_skin_tone,-0.080831,-0.096161
🙇🏾‍♂,man_bowing_medium-dark_skin_tone,-0.080926,-0.090803
👰🏼‍♀,woman_with_veil_medium-light_skin_tone,-0.080978,-0.074644
👨🏽‍🐰‍👨🏾,men_with_bunny_ears_medium_skin_tone_medium-dark_skin_tone,-0.080987,-0.099177
🏊🏾‍♀,woman_swimming_medium-dark_skin_tone,-0.081041,0.019164
👨🏼‍❤️‍👨🏾,couple_with_heart_man_man_medium-light_skin_tone_medium-dark_skin_tone,-0.081065,0.001280
🏴‍☠,pirate_flag,-0.081087,-0.051177
🧑🏿‍🏫,teacher_dark_skin_tone,-0.081132,-0.140815
🤦🏾‍♂️,man_facepalming_medium-dark_skin_tone,-0.081141,-0.201793
🧑🏾‍⚖,judge_medium-dark_skin_tone,-0.081187,-0.075280
🇧🇶,Caribbean_Netherlands,-0.081198,-0.011904
☢️,radioactive,-0.081223,-0.181578
🙇🏽‍♀,woman_bowing_medium_skin_tone,-0.081305,-0.029379
👩🏾‍🦽,woman_in_manual_wheelchair_medium-dark_skin_tone,-0.081312,0.017497
👳🏾‍♀,woman_wearing_turban_medium-dark_skin_tone,-0.081483,-0.058538
🧍🏻‍♂,man_standing_light_skin_tone,-0.081557,-0.101165
◼️,black_medium_square,-0.081689,-0.242610
🧑🏼‍⚖,judge_medium-light_skin_tone,-0.081741,0.021933
🤏🏿,pinching_hand_dark_skin_tone,-0.081781,-0.202479
🚣🏿‍♂,man_rowing_boat_dark_skin_tone,-0.081837,-0.186159
👩🏿‍🦯,woman_with_white_cane_dark_skin_tone,-0.082021,-0.127121
🤦🏻‍♂,man_facepalming_light_skin_tone,-0.082040,-0.200584
👩🏿‍🫯‍👩🏽,women_wrestling_dark_skin_tone_medium_skin_tone,-0.082214,-0.115140
👵🏿,old_woman_dark_skin_tone,-0.082556,-0.197014
🧑🏻‍🐰‍🧑🏾,people_with_bunny_ears_light_skin_tone_medium-dark_skin_tone,-0.082652,-0.088005
🈯,Japanese_reserved_button,-0.082675,-0.277001
🧔‍♂,man_beard,-0.082713,-0.048898
👩‍🦰,woman_red_hair,-0.082714,-0.041210
👩🏼‍🦽,woman_in_manual_wheelchair_medium-light_skin_tone,-0.082755,0.046871
🧑🏾‍❤‍🧑🏿,couple_with_heart_person_person_medium-dark_skin_tone_dark_skin_tone,-0.082908,-0.118368
👨🏿‍🦯‍➡,man_with_white_cane_facing_right_dark_skin_tone,-0.083066,-0.188465
🧑🏽‍❤‍🧑🏿,couple_with_heart_person_person_medium_skin_tone_dark_skin_tone,-0.083129,-0.086403
🇹🇬,Togo,-0.083171,-0.057308
🇹🇴,Tonga,-0.083214,-0.058478
↙,down-left_arrow,-0.083346,-0.197156
🇸🇴,Somalia,-0.083393,-0.045369
⛹🏾‍♂,man_bouncing_ball_medium-dark_skin_tone,-0.083417,-0.134097
🧑🏼‍❤‍🧑🏿,couple_with_heart_person_person_medium-light_skin_tone_dark_skin_tone,-0.083492,-0.086542
⛹‍♂,man_bouncing_ball,-0.083519,-0.140379
👨‍✈,man_pilot,-0.083761,-0.118511
🫴🏿,palm_up_hand_dark_skin_tone,-0.083774,-0.161261
☹️,frowning_face,-0.083865,-0.103613
🏃🏿,person_running_dark_skin_tone,-0.083912,-0.207936
👳🏽‍♂,man_wearing_turban_medium_skin_tone,-0.083985,0.020311
🚣🏿‍♀,woman_rowing_boat_dark_skin_tone,-0.084064,-0.181875
🧑‍🧑‍🧒‍🧒,family_adult_adult_child_child,-0.084236,-0.124202
🇺🇾,Uruguay,-0.084247,-0.070715
🆙,UP!_button,-0.084272,-0.270803
🤦🏾‍♀️,woman_facepalming_medium-dark_skin_tone,-0.084309,-0.201668
🧑🏽‍🫯‍🧑🏾,people_wrestling_medium_skin_tone_medium-dark_skin_tone,-0.084364,-0.081320
⏹️,stop_button,-0.084412,-0.198596
🏃🏻‍➡,person_running_facing_right_light_skin_tone,-0.084511,-0.065487
👨🏼‍🐰‍👨🏻,men_with_bunny_ears_medium-light_skin_tone_light_skin_tone,-0.084730,-0.077401
🧑🏼‍🤝‍🧑🏼,people_holding_hands_medium-light_skin_tone,-0.084878,-0.001756
↕️,up-down_arrow,-0.084879,-0.209408
🧑🏾‍🐰‍🧑🏻,people_with_bunny_ears_medium-dark_skin_tone_light_skin_tone,-0.084924,-0.104130
🫄🏿,pregnant_person_dark_skin_tone,-0.084941,-0.205715
👨🏽‍🫯‍👨🏼,men_wrestling_medium_skin_tone_medium-light_skin_tone,-0.084960,-0.006428
🧑🏾‍💼,office_worker_medium-dark_skin_tone,-0.085066,-0.039385
🧖🏾‍♂,man_in_steamy_room_medium-dark_skin_tone,-0.085078,0.015299
🙎‍♀️,woman_pouting,-0.085108,-0.008976
🧑🏼‍🐰‍🧑🏻,people_with_bunny_ears_medium-light_skin_tone_light_skin_tone,-0.085208,-0.064663
🤵🏻‍♀,woman_in_tuxedo_light_skin_tone,-0.085298,0.002862
👵🏾,old_woman_medium-dark_skin_tone,-0.085319,-0.169415
🫶🏿,heart_hands_dark_skin_tone,-0.085409,-0.188360
🥷🏿,ninja_dark_skin_tone,-0.085618,-0.196723
🤦🏽,person_facepalming_medium_skin_tone,-0.085627,-0.228360
🫳🏿,palm_down_hand_dark_skin_tone,-0.085648,-0.192360
🧑🏿‍🦯‍➡,person_with_white_cane_facing_right_dark_skin_tone,-0.085756,-0.177136
👨🏿‍🎤,man_singer_dark_skin_tone,-0.085787,-0.128413
🕵🏿‍♀,woman_detective_dark_skin_tone,-0.085810,-0.190401
🇸🇭,St._Helena,-0.085864,-0.040581
👨🏻‍🐰‍👨🏾,men_with_bunny_ears_light_skin_tone_medium-dark_skin_tone,-0.085969,-0.111182
👨🏻‍🦽,man_in_manual_wheelchair_light_skin_tone,-0.086033,0.020161
👨🏼‍❤‍👨🏽,couple_with_heart_man_man_medium-light_skin_tone_medium_skin_tone,-0.086060,-0.007255
🙅🏾‍♀️,woman_gesturing_NO_medium-dark_skin_tone,-0.086193,-0.077686
🙅🏻‍♂,man_gesturing_NO_light_skin_tone,-0.086253,-0.029208
🧑🏽‍🦽,person_in_manual_wheelchair_medium_skin_tone,-0.086339,0.020896
🫱🏾‍🫲🏿,handshake_medium-dark_skin_tone_dark_skin_tone,-0.086345,-0.061829
👩🏻‍🦼,woman_in_motorized_wheelchair_light_skin_tone,-0.086375,-0.070022
🧑🏾‍🏫,teacher_medium-dark_skin_tone,-0.086476,-0.031785
🧎‍➡,person_kneeling_facing_right,-0.086487,-0.203387
👩🏾‍🦼,woman_in_motorized_wheelchair_medium-dark_skin_tone,-0.086632,-0.072709
🤦‍♀️,woman_facepalming,-0.086664,-0.190610
🧑🏽‍🐰‍🧑🏾,people_with_bunny_ears_medium_skin_tone_medium-dark_skin_tone,-0.086675,-0.093414
👩🏻‍🦳,woman_light_skin_tone_white_hair,-0.086696,-0.008410
🧑🏻‍🦯,person_with_white_cane_light_skin_tone,-0.086718,0.003370
🚶🏿‍♀‍➡,woman_walking_facing_right_dark_skin_tone,-0.086866,-0.179253
🧑🏽‍🦯,person_with_white_cane_medium_skin_tone,-0.086980,0.025681
👩🏽‍🦳,woman_medium_skin_tone_white_hair,-0.087224,0.029270
🇲🇳,Mongolia,-0.087464,-0.096194
🤦🏽‍♀️,woman_facepalming_medium_skin_tone,-0.087492,-0.195940
🫲🏿,leftwards_hand_dark_skin_tone,-0.087501,-0.199771
👩🏽‍🫯‍👩🏻,women_wrestling_medium_skin_tone_light_skin_tone,-0.087640,-0.010650
⬆️,up_arrow,-0.087687,-0.267740
🫱🏽‍🫲🏿,handshake_medium_skin_tone_dark_skin_tone,-0.088089,-0.054341
🤵🏼‍♂,man_in_tuxedo_medium-light_skin_tone,-0.088102,0.009175
👨🏿‍💻,man_technologist_dark_skin_tone,-0.088218,-0.120305
🚶🏿‍♀️‍➡,woman_walking_facing_right_dark_skin_tone,-0.088236,-0.175798
🧑🏼‍🫯‍🧑🏾,people_wrestling_medium-light_skin_tone_medium-dark_skin_tone,-0.088323,-0.083830
🧑🏾‍🐰‍🧑🏼,people_with_bunny_ears_medium-dark_skin_tone_medium-light_skin_tone,-0.088395,-0.115875
🏇🏿,horse_racing_dark_skin_tone,-0.088456,-0.218221
👨🏻‍🦯,man_with_white_cane_light_skin_tone,-0.088564,0.006276
↩,right_arrow_curving_left,-0.088578,-0.141286
🧑🏾‍🐰‍🧑🏽,people_with_bunny_ears_medium-dark_skin_tone_medium_skin_tone,-0.088729,-0.120842
🇻🇬,British_Virgin_Islands,-0.088811,-0.039065
🫱🏼‍🫲🏿,handshake_medium-light_skin_tone_dark_skin_tone,-0.088913,-0.072784
👩🏼‍🦯,woman_with_white_cane_medium-light_skin_tone,-0.088935,0.037388
🇻🇨,St._Vincent_&_Grenadines,-0.088991,-0.030021
🖕🏿,middle_finger_dark_skin_tone,-0.088997,-0.205036
🤦🏼‍♀️,woman_facepalming_medium-light_skin_tone,-0.089001,-0.162069
🧑🏻‍❤‍🧑🏿,couple_with_heart_person_person_light_skin_tone_dark_skin_tone,-0.089119,-0.111582
👷🏿‍♀,woman_construction_worker_dark_skin_tone,-0.089190,-0.181386
🧑🏼‍🐰‍🧑🏽,people_with_bunny_ears_medium-light_skin_tone_medium_skin_tone,-0.089227,-0.087838
🏃🏿‍♀️‍➡,woman_running_facing_right_dark_skin_tone,-0.089228,-0.166304
🇧🇮,Burundi,-0.089235,-0.061674
🏃‍➡,person_running_facing_right,-0.089238,-0.088919
👩‍🦼,woman_in_motorized_wheelchair,-0.089348,-0.145096
🙅🏼‍♂,man_gesturing_NO_medium-light_skin_tone,-0.089465,0.009458
🚶🏾‍♀‍➡,woman_walking_facing_right_medium-dark_skin_tone,-0.089471,-0.114576
🏳‍⚧,transgender_flag,-0.089506,-0.092134
✍🏿,writing_hand_dark_skin_tone,-0.089529,-0.250911
🧑🏻‍🦽,person_in_manual_wheelchair_light_skin_tone,-0.089541,0.005879
🤟🏿,love-you_gesture_dark_skin_tone,-0.089685,-0.190984
👨🏼‍🐰‍👨🏽,men_with_bunny_ears_medium-light_skin_tone_medium_skin_tone,-0.089854,-0.097602
🏃🏿‍♂️‍➡,man_running_facing_right_dark_skin_tone,-0.089866,-0.165743
🙇🏾‍♀,woman_bowing_medium-dark_skin_tone,-0.089885,-0.093064
👩🏻‍❤‍👨🏾,couple_with_heart_woman_man_light_skin_tone_medium-dark_skin_tone,-0.089941,-0.036175
😫,tired_face,-0.089957,-0.090908
🤵🏽‍♂,man_in_tuxedo_medium_skin_tone,-0.090401,-0.018573
👩🏽‍🦽‍➡️,woman_in_manual_wheelchair_facing_right_medium_skin_tone,-0.090456,-0.068416
🇧🇦,Bosnia_&_Herzegovina,-0.090498,-0.069145
👵🏽,old_woman_medium_skin_tone,-0.090529,-0.171156
🫱🏻‍🫲🏿,handshake_light_skin_tone_dark_skin_tone,-0.090589,-0.094377
🧔🏼‍♂,man_medium-light_skin_tone_beard,-0.090651,0.002050
🏃🏿‍♀‍➡,woman_running_facing_right_dark_skin_tone,-0.090717,-0.167591
👨🏽‍🐰‍👨🏿,men_with_bunny_ears_medium_skin_tone_dark_skin_tone,-0.090823,-0.154688
👩‍🦯,woman_with_white_cane,-0.090913,-0.071242
🧑🏼‍🫯‍🧑🏽,people_wrestling_medium-light_skin_tone_medium_skin_tone,-0.090934,-0.073364
🧍🏽‍♀,woman_standing_medium_skin_tone,-0.090994,-0.081913
🚵🏾‍♀,woman_mountain_biking_medium-dark_skin_tone,-0.091050,-0.044889
🫰🏿,hand_with_index_finger_and_thumb_crossed_dark_skin_tone,-0.091064,-0.213337
🏃🏾‍➡,person_running_facing_right_medium-dark_skin_tone,-0.091178,-0.102917
🚵🏾‍♂,man_mountain_biking_medium-dark_skin_tone,-0.091209,-0.017175
🤙🏿,call_me_hand_dark_skin_tone,-0.091228,-0.229899
™️,trade_mark,-0.091351,-0.199688
🛌🏿,person_in_bed_dark_skin_tone,-0.091562,-0.214530
🧑🏼‍❤️‍🧑🏿,couple_with_heart_person_person_medium-light_skin_tone_dark_skin_tone,-0.091564,-0.084665
👩🏽‍🫯‍👩🏾,women_wrestling_medium_skin_tone_medium-dark_skin_tone,-0.091601,-0.025222
👩🏿‍🦯‍➡️,woman_with_white_cane_facing_right_dark_skin_tone,-0.091629,-0.189755
👩🏼‍❤‍👨🏾,couple_with_heart_woman_man_medium-light_skin_tone_medium-dark_skin_tone,-0.091786,-0.024690
👩🏽‍🫯‍👩🏼,women_wrestling_medium_skin_tone_medium-light_skin_tone,-0.091816,-0.024790
🇰🇭,Cambodia,-0.091849,-0.076650
🆖,NG_button,-0.091889,-0.275554
↩️,right_arrow_curving_left,-0.092106,-0.113815
🤦🏿‍♂️,man_facepalming_dark_skin_tone,-0.092152,-0.191767
👰🏼‍♂️,man_with_veil_medium-light_skin_tone,-0.092420,-0.093812
🚶🏾‍➡,person_walking_facing_right_medium-dark_skin_tone,-0.092454,-0.071179
🧑‍🦽,person_in_manual_wheelchair,-0.092550,0.004352
🖖🏿,vulcan_salute_dark_skin_tone,-0.092647,-0.218540
🧑‍🧒‍🧒,family_adult_child_child,-0.092767,-0.118189
🤦🏾‍♂,man_facepalming_medium-dark_skin_tone,-0.092780,-0.212529
👨🏽‍🦳,man_medium_skin_tone_white_hair,-0.092801,0.012147
🚶🏿‍♂️‍➡,man_walking_facing_right_dark_skin_tone,-0.092834,-0.181500
🧑🏼‍💼,office_worker_medium-light_skin_tone,-0.093092,0.021041
⛹🏼‍♂,man_bouncing_ball_medium-light_skin_tone,-0.093600,-0.038503
🤦🏿‍♀️,woman_facepalming_dark_skin_tone,-0.093614,-0.192267
⛹️‍♂,man_bouncing_ball,-0.093705,-0.088634
👩🏻‍🐰‍👩🏽,women_with_bunny_ears_light_skin_tone_medium_skin_tone,-0.093835,-0.101036
🙍🏻‍♀,woman_frowning_light_skin_tone,-0.093875,-0.097989
👨🏽‍🫯‍👨🏾,men_wrestling_medium_skin_tone_medium-dark_skin_tone,-0.093949,-0.033609
👨🏽‍🦲,man_medium_skin_tone_bald,-0.094001,-0.013615
🤦‍♀,woman_facepalming,-0.094598,-0.215214
👨🏾‍🐰‍👨🏻,men_with_bunny_ears_medium-dark_skin_tone_light_skin_tone,-0.094787,-0.127214
👨🏽‍🦼,man_in_motorized_wheelchair_medium_skin_tone,-0.094789,-0.029438
⛹🏼‍♀,woman_bouncing_ball_medium-light_skin_tone,-0.095053,-0.065997
🕵🏿‍♂,man_detective_dark_skin_tone,-0.095090,-0.203356
🏌🏿‍♀,woman_golfing_dark_skin_tone,-0.095131,-0.170705
👨🏾‍🎤,man_singer_medium-dark_skin_tone,-0.095137,0.000431
👨🏾‍🐰‍👨🏼,men_with_bunny_ears_medium-dark_skin_tone_medium-light_skin_tone,-0.095152,-0.128558
👨🏼‍🦽,man_in_manual_wheelchair_medium-light_skin_tone,-0.095181,0.025118
👩🏾‍🦳,woman_medium-dark_skin_tone_white_hair,-0.095193,-0.015246
👩‍🦳,woman_white_hair,-0.095213,-0.086876
🏌🏿‍♂,man_golfing_dark_skin_tone,-0.095318,-0.175637
🇱🇷,Liberia,-0.095405,-0.073273
⬆,up_arrow,-0.095703,-0.279216
🏃🏿‍♂‍➡,man_running_facing_right_dark_skin_tone,-0.095766,-0.173243
👰🏾‍♀,woman_with_veil_medium-dark_skin_tone,-0.095785,-0.176466
🤦🏻‍♀,woman_facepalming_light_skin_tone,-0.095851,-0.217598
🧔🏽‍♂,man_medium_skin_tone_beard,-0.095941,-0.029869
🤼🏾‍♀,women_wrestling_medium-dark_skin_tone,-0.095983,-0.071308
👨🏻‍🫯‍👨🏼,men_wrestling_light_skin_tone_medium-light_skin_tone,-0.096230,-0.052160
🚶🏿‍➡,person_walking_facing_right_dark_skin_tone,-0.096264,-0.188720
👨🏽‍❤‍👨🏿,couple_with_heart_man_man_medium_skin_tone_dark_skin_tone,-0.096324,-0.128463
🧑🏼‍🐰‍🧑🏾,people_with_bunny_ears_medium-light_skin_tone_medium-dark_skin_tone,-0.096384,-0.105080
🇰🇾,Cayman_Islands,-0.096869,-0.065785
👳🏾‍♂,man_wearing_turban_medium-dark_skin_tone,-0.097139,-0.083600
◾,black_medium-small_square,-0.097142,-0.257122
👩🏻‍🐰‍👩🏾,women_with_bunny_ears_light_skin_tone_medium-dark_skin_tone,-0.097212,-0.118577
🧔‍♀,woman_beard,-0.097255,-0.093509
👩🏾‍🦽‍➡️,woman_in_manual_wheelchair_facing_right_medium-dark_skin_tone,-0.097409,-0.095259
👨🏼‍🦯,man_with_white_cane_medium-light_skin_tone,-0.097414,0.016220
👩🏻‍🦽‍➡,woman_in_manual_wheelchair_facing_right_light_skin_tone,-0.097504,-0.191963
🤦🏿‍♀,woman_facepalming_dark_skin_tone,-0.097578,-0.189382
⛹️‍♀,woman_bouncing_ball,-0.097608,-0.117499
🏂🏿,snowboarder_dark_skin_tone,-0.097761,-0.217001
🧑🏼‍🤝‍🧑🏽,people_holding_hands_medium-light_skin_tone_medium_skin_tone,-0.097783,-0.039604
🤦🏾‍♀,woman_facepalming_medium-dark_skin_tone,-0.097798,-0.214624
👩🏿‍🦯‍➡,woman_with_white_cane_facing_right_dark_skin_tone,-0.097897,-0.206477
⛹🏽‍♀,woman_bouncing_ball_medium_skin_tone,-0.098163,-0.066206
👨‍🦰,man_red_hair,-0.098347,-0.016161
🙎🏻‍♀,woman_pouting_light_skin_tone,-0.098633,-0.079775
🙅🏽‍♂,man_gesturing_NO_medium_skin_tone,-0.098676,-0.009362
🤦🏿‍♂,man_facepalming_dark_skin_tone,-0.098684,-0.190434
👨🏻‍🐰‍👨🏿,men_with_bunny_ears_light_skin_tone_dark_skin_tone,-0.098786,-0.166834
🤾‍♀,woman_playing_handball,-0.099025,-0.039042
⛹🏽‍♂,man_bouncing_ball_medium_skin_tone,-0.099038,-0.048062
🧑🏻‍🐰‍🧑🏿,people_with_bunny_ears_light_skin_tone_dark_skin_tone,-0.099114,-0.130524
🙎🏽‍♀,woman_pouting_medium_skin_tone,-0.099157,-0.026183
👨🏽‍❤️‍👨🏿,couple_with_heart_man_man_medium_skin_tone_dark_skin_tone,-0.099202,-0.117643
🫅🏿,person_with_crown_dark_skin_tone,-0.099282,-0.204774
🆚,VS_button,-0.099365,-0.266903
👨🏾‍❤️‍👨🏿,couple_with_heart_man_man_medium-dark_skin_tone_dark_skin_tone,-0.099366,-0.126529
◻,white_medium_square,-0.099410,-0.261215
👨‍🦲,man_bald,-0.099453,-0.065312
#⃣,keycap_#,-0.099504,-0.286697
🙍‍♂,man_frowning,-0.099774,-0.165104
👩🏽‍🐰‍👩🏼,women_with_bunny_ears_medium_skin_tone_medium-light_skin_tone,-0.099859,-0.077528
🤼🏾‍♂,men_wrestling_medium-dark_skin_tone,-0.099948,-0.049940
👩🏽‍🦽‍➡,woman_in_manual_wheelchair_facing_right_medium_skin_tone,-0.100001,-0.176724
👰🏽‍♀,woman_with_veil_medium_skin_tone,-0.100060,-0.093895
👨🏻‍❤️‍👨🏿,couple_with_heart_man_man_light_skin_tone_dark_skin_tone,-0.100181,-0.136648
🏌🏿,person_golfing_dark_skin_tone,-0.100400,-0.228839
🧔🏾‍♀,woman_medium-dark_skin_tone_beard,-0.100533,-0.148993
👩🏽‍🦲,woman_medium_skin_tone_bald,-0.100634,-0.006152
⬅,left_arrow,-0.100643,-0.268313
😖,confounded_face,-0.100753,-0.148866
⛹🏿‍♀️,woman_bouncing_ball_dark_skin_tone,-0.100778,-0.195912
🧑🏽‍🤝‍🧑🏼,people_holding_hands_medium_skin_tone_medium-light_skin_tone,-0.100870,-0.067919
🧑🏾‍🐰‍🧑🏿,people_with_bunny_ears_medium-dark_skin_tone_dark_skin_tone,-0.100919,-0.156725
👨🏾‍❤‍👨🏿,couple_with_heart_man_man_medium-dark_skin_tone_dark_skin_tone,-0.100923,-0.141382
🧑🏾‍🤝‍🧑🏽,people_holding_hands_medium-dark_skin_tone_medium_skin_tone,-0.100944,-0.088569
👩🏻‍🦲,woman_light_skin_tone_bald,-0.101119,-0.032249
🧑🏽‍🐰‍🧑🏿,people_with_bunny_ears_medium_skin_tone_dark_skin_tone,-0.101131,-0.130514
⛹🏿‍♂️,man_bouncing_ball_dark_skin_tone,-0.101245,-0.201206
🤦🏼‍♂,man_facepalming_medium-light_skin_tone,-0.101368,-0.192412
🧍‍♀,woman_standing,-0.101415,-0.121355
🇮🇶,Iraq,-0.101415,-0.052300
🧍🏼‍♀,woman_standing_medium-light_skin_tone,-0.101445,-0.112922
👨🏾‍🐰‍👨🏽,men_with_bunny_ears_medium-dark_skin_tone_medium_skin_tone,-0.101615,-0.144702
🤵🏽‍♀,woman_in_tuxedo_medium_skin_tone,-0.101652,-0.052135
🧍🏾‍♀,woman_standing_medium-dark_skin_tone,-0.101697,-0.153128
👩🏼‍🦼,woman_in_motorized_wheelchair_medium-light_skin_tone,-0.101823,-0.069032
🙅🏼‍♀,woman_gesturing_NO_medium-light_skin_tone,-0.102025,-0.015163
🤵‍♂,man_in_tuxedo,-0.102276,-0.028641
🏃🏿‍➡,person_running_facing_right_dark_skin_tone,-0.102334,-0.193350
