emoji,name,cos_sim_cad,cos_sim_prompt
🌍,globe_showing_Europe-Africa,0.099716,0.239397
🐙,octopus,0.099400,0.208255
🦢,swan,0.099386,0.086656
🥦,broccoli,0.099235,0.199519
📡,satellite_antenna,0.099160,0.065641
🦶🏻,foot_light_skin_tone,0.099138,0.044770
🥮,moon_cake,0.098838,0.122619
🦷,tooth,0.098812,0.110435
🦡,badger,0.098794,0.088120
☁,cloud,0.098580,0.132942
🦒,giraffe,0.098536,0.132773
🤞,crossed_fingers,0.098483,0.043754
🦸🏻‍♂️,man_superhero_light_skin_tone,0.098451,0.207359
🧘🏾,person_in_lotus_position_medium-dark_skin_tone,0.098418,0.091382
🦹‍♂️,man_supervillain,0.098372,0.147019
🌤,sun_behind_small_cloud,0.098294,0.158286
🧒,child,0.098246,0.067911
🕰,mantelpiece_clock,0.098150,0.063668
🦶🏼,foot_medium-light_skin_tone,0.098090,0.052230
🍠,roasted_sweet_potato,0.097968,0.049840
🫰🏻,hand_with_index_finger_and_thumb_crossed_light_skin_tone,0.097862,0.161206
🥥,coconut,0.097677,0.148055
🧠,brain,0.097434,0.186848
🌎,globe_showing_Americas,0.097413,0.221628
❤‍🔥,heart_on_fire,0.097293,0.180597
🦔,hedgehog,0.096989,0.138893
🎱,pool_8_ball,0.096947,0.078793
🫕,fondue,0.096928,0.159187
🎧,headphone,0.096678,0.103068
🚡,aerial_tramway,0.096580,-0.003911
🥟,dumpling,0.096547,0.188277
🧞,genie,0.096432,0.043353
🦸🏻‍♀️,woman_superhero_light_skin_tone,0.096415,0.201408
🧜🏻‍♀️,mermaid_light_skin_tone,0.096140,0.269628
🚩,triangular_flag,0.096075,0.008241
🖊️,pen,0.095961,0.175439
🎰,slot_machine,0.095614,0.091753
🤾🏽,person_playing_handball_medium_skin_tone,0.095605,0.102231
🖋️,fountain_pen,0.095604,0.165101
💱,currency_exchange,0.095484,0.029403
🧜🏼‍♀️,mermaid_medium-light_skin_tone,0.095465,0.256611
🫟,splatter,0.095442,0.088655
🦿,mechanical_leg,0.095325,0.005962
🎸,guitar,0.095278,0.226072
🟪,purple_square,0.095212,0.005225
🎪,circus_tent,0.095191,0.099018
🖐🏽,hand_with_fingers_splayed_medium_skin_tone,0.095183,-0.032137
8️⃣,keycap_8,0.095076,0.041609
🧚🏽‍♀️,woman_fairy_medium_skin_tone,0.095033,0.267322
🫲🏻,leftwards_hand_light_skin_tone,0.095006,0.194088
🛌🏼,person_in_bed_medium-light_skin_tone,0.094966,0.215025
💍,ring,0.094919,0.086221
🫄,pregnant_person,0.094881,0.041179
🧰,toolbox,0.094803,0.068242
🧐,face_with_monocle,0.094729,0.005367
💥,collision,0.094698,-0.003067
🫴,palm_up_hand,0.094617,0.107323
🕷️,spider,0.094538,0.160834
🧑🏾‍🚀,astronaut_medium-dark_skin_tone,0.094501,0.140174
🦽,manual_wheelchair,0.094340,0.026507
🏋🏽,person_lifting_weights_medium_skin_tone,0.094260,0.207806
🌶,hot_pepper,0.094259,0.127328
👃,nose,0.094199,0.027198
🙂‍↕️,head_shaking_vertically,0.094130,0.121718
🧖🏼,person_in_steamy_room_medium-light_skin_tone,0.094112,0.102013
🧏🏽,deaf_person_medium_skin_tone,0.094092,0.122128
🕺🏾,man_dancing_medium-dark_skin_tone,0.094015,0.046369
🖌,paintbrush,0.094013,0.130043
💆🏻,person_getting_massage_light_skin_tone,0.093998,0.126531
🚋,tram_car,0.093978,0.103176
🌫️,fog,0.093972,0.114571
📸,camera_with_flash,0.093910,0.136740
🧮,abacus,0.093877,0.109007
🧑‍🚀,astronaut,0.093807,0.194796
🍽️,fork_and_knife_with_plate,0.093703,0.213315
🧹,broom,0.093702,0.153352
🥤,cup_with_straw,0.093687,0.230930
💝,heart_with_ribbon,0.093644,0.084968
🎮,video_game,0.093505,0.205719
🐞,lady_beetle,0.093489,0.123758
⚛️,atom_symbol,0.093477,0.059316
🏋🏽‍♀️,woman_lifting_weights_medium_skin_tone,0.093426,0.244722
🧺,basket,0.093423,0.059202
🏋🏾‍♀️,woman_lifting_weights_medium-dark_skin_tone,0.093302,0.234459
🥷🏻,ninja_light_skin_tone,0.093148,0.042273
🎇,sparkler,0.093069,-0.001175
🍴,fork_and_knife,0.093032,0.096010
🧊,ice,0.092985,0.175830
🐈‍⬛,black_cat,0.092966,0.237971
🪩,mirror_ball,0.092921,0.093977
💆🏼,person_getting_massage_medium-light_skin_tone,0.092890,0.139723
🧚🏼‍♀️,woman_fairy_medium-light_skin_tone,0.092525,0.265079
🧜🏾‍♀️,mermaid_medium-dark_skin_tone,0.092418,0.222991
🏋🏼‍♀️,woman_lifting_weights_medium-light_skin_tone,0.092386,0.246459
🕸,spider_web,0.092382,0.033934
⛈️,cloud_with_lightning_and_rain,0.092377,0.149050
🦵🏻,leg_light_skin_tone,0.092284,0.065743
😼,cat_with_wry_smile,0.092239,0.110618
💁🏻,person_tipping_hand_light_skin_tone,0.092237,-0.014484
👭🏾,women_holding_hands_medium-dark_skin_tone,0.092221,0.011874
🦼,motorized_wheelchair,0.092174,0.000802
🦻🏼,ear_with_hearing_aid_medium-light_skin_tone,0.092064,0.035977
☂,umbrella,0.092038,0.062369
🥺,pleading_face,0.091816,0.140130
🏋🏻‍♀️,woman_lifting_weights_light_skin_tone,0.091793,0.255288
🚕,taxi,0.091702,0.097624
🦸,superhero,0.091625,0.072680
😌,relieved_face,0.091563,0.035004
💁🏾‍♀️,woman_tipping_hand_medium-dark_skin_tone,0.091511,0.015936
👶🏾,baby_medium-dark_skin_tone,0.091497,0.089913
7⃣,keycap_7,0.091483,0.002972
🕹️,joystick,0.091462,0.150887
🥅,goal_net,0.091365,0.163051
9⃣,keycap_9,0.091248,0.054050
🦶,foot,0.091132,0.008808
🧛🏽,vampire_medium_skin_tone,0.091130,0.165063
🕒,three_o’clock,0.090994,0.114536
🧬,dna,0.090969,0.136856
🎦,cinema,0.090903,0.021326
🖍,crayon,0.090852,0.065149
💟,heart_decoration,0.090819,-0.054474
🥭,mango,0.090662,0.252969
🚍,oncoming_bus,0.090650,0.094967
🦹‍♀️,woman_supervillain,0.090534,0.167101
💁‍♀️,woman_tipping_hand,0.090481,0.014168
🧧,red_envelope,0.090386,-0.039553
🧚🏾‍♀️,woman_fairy_medium-dark_skin_tone,0.090227,0.232879
🕋,kaaba,0.090221,0.044503
🗒️,spiral_notepad,0.090202,0.104364
🏋️,person_lifting_weights,0.090142,0.224604
💁🏽‍♀️,woman_tipping_hand_medium_skin_tone,0.090116,0.070201
🏡,house_with_garden,0.090088,0.165147
🕓,four_o’clock,0.089983,0.041986
🍖,meat_on_bone,0.089974,0.133876
🔃,clockwise_vertical_arrows,0.089942,0.007439
🧭,compass,0.089911,0.020401
🦰,red_hair,0.089841,-0.019499
🤸🏽,person_cartwheeling_medium_skin_tone,0.089718,0.148388
🩼,crutch,0.089714,0.038069
🦹🏾,supervillain_medium-dark_skin_tone,0.089656,0.002395
🏰,castle,0.089656,0.161137
🏂🏽,snowboarder_medium_skin_tone,0.089624,0.155107
👾,alien_monster,0.089580,0.028849
🚴🏾,person_biking_medium-dark_skin_tone,0.089580,0.102160
🫷🏾,leftwards_pushing_hand_medium-dark_skin_tone,0.089551,0.073321
🤼🏼,people_wrestling_medium-light_skin_tone,0.089547,0.101965
🥓,bacon,0.089481,0.175387
🥝,kiwi_fruit,0.089474,0.250462
🕉️,om,0.089244,-0.064077
🎻,violin,0.089235,0.206968
🌕,full_moon,0.089180,0.228650
🧅,onion,0.089016,0.099340
🦶🏽,foot_medium_skin_tone,0.088996,0.019278
👄,mouth,0.088978,0.022044
✊🏻,raised_fist_light_skin_tone,0.088966,0.018613
🪲,beetle,0.088890,0.029636
✌,victory_hand,0.088848,-0.046651
🛳️,passenger_ship,0.088807,0.118881
🧛🏾,vampire_medium-dark_skin_tone,0.088655,0.132461
💾,floppy_disk,0.088645,0.095566
🧚🏽‍♂️,man_fairy_medium_skin_tone,0.088621,0.259341
💆,person_getting_massage,0.088510,0.038646
🌋,volcano,0.088436,0.113388
🫄🏽,pregnant_person_medium_skin_tone,0.088382,0.049291
🪵,wood,0.088230,0.132823
🫨,shaking_face,0.088191,0.082892
🧚‍♀️,woman_fairy,0.088158,0.252792
🏋️‍♀️,woman_lifting_weights,0.088058,0.240067
🧜🏻‍♂️,merman_light_skin_tone,0.088042,0.256824
🖊,pen,0.088013,0.114370
🎞️,film_frames,0.087793,0.065592
🏁,chequered_flag,0.087735,0.038536
🧚🏾‍♂️,man_fairy_medium-dark_skin_tone,0.087632,0.223948
🌩,cloud_with_lightning,0.087613,0.190383
🦸‍♂️,man_superhero,0.087555,0.194208
🥡,takeout_box,0.087530,0.091124
🌩️,cloud_with_lightning,0.087398,0.217272
🥼,lab_coat,0.087276,0.013050
🚴🏻,person_biking_light_skin_tone,0.087209,0.151412
🥔,potato,0.087197,0.216665
💁🏼,person_tipping_hand_medium-light_skin_tone,0.087166,-0.015986
🎵,musical_note,0.087136,0.157085
🔢,input_numbers,0.087070,0.037450
🕵️,detective,0.087052,0.085935
🥐,croissant,0.087050,0.211505
🧚🏼‍♂️,man_fairy_medium-light_skin_tone,0.086995,0.256427
🦹🏼‍♂️,man_supervillain_medium-light_skin_tone,0.086918,0.166382
⚙️,gear,0.086902,0.120648
🏹,bow_and_arrow,0.086875,0.104559
🦚,peacock,0.086873,0.066335
☘️,shamrock,0.086773,0.155331
🧝🏻‍♂️,man_elf_light_skin_tone,0.086733,0.245392
⛓️,chains,0.086358,0.032509
🏖️,beach_with_umbrella,0.086322,0.196993
🍑,peach,0.086129,-0.034739
🔁,repeat_button,0.086012,0.047772
🫃,pregnant_man,0.085931,0.017174
☝️,index_pointing_up,0.085807,-0.040750
🛍️,shopping_bags,0.085752,0.123928
📚,books,0.085717,0.174023
🎫,ticket,0.085706,0.125899
🛌🏾,person_in_bed_medium-dark_skin_tone,0.085701,0.071231
🫚,ginger_root,0.085635,0.008460
💻,laptop,0.085573,0.131145
😾,pouting_cat,0.085569,0.070267
💁🏾‍♂️,man_tipping_hand_medium-dark_skin_tone,0.085443,0.019734
🤙🏼,call_me_hand_medium-light_skin_tone,0.085240,0.050150
🥽,goggles,0.085138,0.114312
🧲,magnet,0.085028,0.008980
🎼,musical_score,0.084928,0.150091
🎗️,reminder_ribbon,0.084925,0.138038
🏋🏼,person_lifting_weights_medium-light_skin_tone,0.084874,0.222984
🤹🏻‍♀️,woman_juggling_light_skin_tone,0.084840,0.204247
🪱,worm,0.084820,0.066990
🕵️‍♂️,man_detective,0.084816,0.199333
🫰🏾,hand_with_index_finger_and_thumb_crossed_medium-dark_skin_tone,0.084789,0.110659
🎤,microphone,0.084783,0.066741
🫶🏻,heart_hands_light_skin_tone,0.084770,0.186889
🚖,oncoming_taxi,0.084733,0.039524
🤜🏻,right-facing_fist_light_skin_tone,0.084287,0.071400
🎬,clapper_board,0.084181,0.047149
🧎🏻,person_kneeling_light_skin_tone,0.084179,0.104013
👟,running_shoe,0.084153,0.048965
🦹🏼‍♀️,woman_supervillain_medium-light_skin_tone,0.084102,0.174567
🕷,spider,0.084070,0.084183
🧜🏼‍♂️,merman_medium-light_skin_tone,0.084048,0.243441
🫣,face_with_peeking_eye,0.084011,0.074494
🎾,tennis,0.083962,0.192430
👃🏾,nose_medium-dark_skin_tone,0.083958,0.001748
🚣🏻,person_rowing_boat_light_skin_tone,0.083907,0.112091
🏋🏻‍♂️,man_lifting_weights_light_skin_tone,0.083879,0.239355
🫵🏼,index_pointing_at_the_viewer_medium-light_skin_tone,0.083828,0.113637
🏋🏾‍♂️,man_lifting_weights_medium-dark_skin_tone,0.083780,0.216749
🛏️,bed,0.083750,0.177965
🌡️,thermometer,0.083727,0.180779
🦾,mechanical_arm,0.083718,-0.014236
🧝🏻‍♀️,woman_elf_light_skin_tone,0.083680,0.248426
🔦,flashlight,0.083611,-0.013919
🤡,clown_face,0.083607,0.051983
🔬,microscope,0.083602,0.061424
🧒🏽,child_medium_skin_tone,0.083522,0.076924
🫦,biting_lip,0.083498,0.085602
🫗,pouring_liquid,0.083497,0.035996
🧚‍♂️,man_fairy,0.083427,0.241385
🩹,adhesive_bandage,0.083251,0.035027
👍,thumbs_up,0.083226,0.105850
🧏🏼,deaf_person_medium-light_skin_tone,0.083216,0.123366
🖕🏻,middle_finger_light_skin_tone,0.083097,0.098433
🏋🏻,person_lifting_weights_light_skin_tone,0.083084,0.215907
🚻,restroom,0.083025,0.094333
👊🏾,oncoming_fist_medium-dark_skin_tone,0.083005,-0.014147
🙂‍↔,head_shaking_horizontally,0.082985,0.098350
🛀🏻,person_taking_bath_light_skin_tone,0.082964,-0.016374
🎥,movie_camera,0.082784,0.033589
🥊,boxing_glove,0.082756,0.145770
🧶,yarn,0.082734,-0.015632
🧜🏽‍♀️,mermaid_medium_skin_tone,0.082657,0.248228
🎎,Japanese_dolls,0.082470,0.072836
🪽,wing,0.082447,0.036929
🏋🏽‍♂️,man_lifting_weights_medium_skin_tone,0.082387,0.228392
🤝,handshake,0.082374,0.027575
🛰️,satellite,0.082332,0.155148
⚗,alembic,0.082278,0.046662
🏋️‍♂️,man_lifting_weights,0.082220,0.227563
🚄,high-speed_train,0.082103,0.027875
🕵🏻‍♀️,woman_detective_light_skin_tone,0.082021,0.206824
🤙🏽,call_me_hand_medium_skin_tone,0.081946,0.019909
5️⃣,keycap_5,0.081932,-0.032355
🦠,microbe,0.081903,-0.038568
🤸🏼,person_cartwheeling_medium-light_skin_tone,0.081751,0.157049
🐻‍❄️,polar_bear,0.081724,0.216724
✍🏽,writing_hand_medium_skin_tone,0.081638,0.107182
🚊,tram,0.081467,0.030670
😋,face_savoring_food,0.081306,0.006508
🧖🏽,person_in_steamy_room_medium_skin_tone,0.081135,0.025592
👔,necktie,0.081001,0.074310
🔗,link,0.080909,0.018593
📷,camera,0.080858,0.065489
🙊,speak-no-evil_monkey,0.080610,-0.069126
🌒,waxing_crescent_moon,0.080602,0.027167
🧗🏻,person_climbing_light_skin_tone,0.080584,0.085872
😽,kissing_cat,0.080567,0.160459
🏕️,camping,0.080540,0.079920
🧙🏻‍♀️,woman_mage_light_skin_tone,0.080500,0.245326
🚢,ship,0.080493,0.128328
👱🏼,person_medium-light_skin_tone_blond_hair,0.080437,0.049229
🖖🏻,vulcan_salute_light_skin_tone,0.080430,-0.004909
🧂,salt,0.080365,-0.003299
〽,part_alternation_mark,0.080359,-0.047594
🦵🏽,leg_medium_skin_tone,0.080321,0.022903
🚴,person_biking,0.080309,0.099986
🫀,anatomical_heart,0.080234,0.052968
🕴🏽,person_in_suit_levitating_medium_skin_tone,0.080225,-0.048534
🛠️,hammer_and_wrench,0.080190,0.083680
🕵🏻‍♂️,man_detective_light_skin_tone,0.080071,0.202131
🧜🏾‍♂️,merman_medium-dark_skin_tone,0.079914,0.198760
🪻,hyacinth,0.079754,0.036485
🧙🏻‍♂️,man_mage_light_skin_tone,0.079707,0.240535
👸🏾,princess_medium-dark_skin_tone,0.079689,0.027829
😀,grinning_face,0.079664,0.165650
🖕🏽,middle_finger_medium_skin_tone,0.079614,0.088208
📜,scroll,0.079545,-0.016255
🎴,flower_playing_cards,0.079490,0.022085
🖋,fountain_pen,0.079435,0.064532
🤹🏼‍♀️,woman_juggling_medium-light_skin_tone,0.079424,0.182624
🕔,five_o’clock,0.079385,0.083688
🌜,last_quarter_moon_face,0.079352,0.214232
🔩,nut_and_bolt,0.079189,0.078533
🦬,bison,0.079166,0.173966
🎽,running_shirt,0.079150,0.042938
🕵️‍♀️,woman_detective,0.079081,0.204095
🤙🏻,call_me_hand_light_skin_tone,0.079044,0.017707
🧖,person_in_steamy_room,0.079017,0.012693
🧕,woman_with_headscarf,0.079013,0.061578
🚿,shower,0.078975,-0.026731
🦺,safety_vest,0.078897,-0.011516
🧙🏾‍♀️,woman_mage_medium-dark_skin_tone,0.078836,0.215277
🔑,key,0.078813,0.029226
🏋🏼‍♂️,man_lifting_weights_medium-light_skin_tone,0.078785,0.227141
🥻,sari,0.078717,0.010804
🕖,seven_o’clock,0.078603,0.108601
🧙🏼‍♀️,woman_mage_medium-light_skin_tone,0.078591,0.228368
🧙🏽‍♀️,woman_mage_medium_skin_tone,0.078590,0.239796
🎗,reminder_ribbon,0.078576,0.106581
🌉,bridge_at_night,0.078562,-0.036223
🫥,dotted_line_face,0.078558,0.100763
🧛🏼,vampire_medium-light_skin_tone,0.078536,0.167853
🚉,station,0.078374,0.056438
🪙,coin,0.078361,0.026242
👯🏻,people_with_bunny_ears_light_skin_tone,0.078312,0.037519
🕹,joystick,0.078288,0.080434
🫠,melting_face,0.078287,0.014283
🍓,strawberry,0.078156,-0.018637
👩‍🚀,woman_astronaut,0.078145,0.156205
😎,smiling_face_with_sunglasses,0.078104,-0.039371
🫂,people_hugging,0.077916,0.033091
🦹🏾‍♂️,man_supervillain_medium-dark_skin_tone,0.077884,0.098179
🔧,wrench,0.077864,0.035070
🧝🏼‍♀️,woman_elf_medium-light_skin_tone,0.077848,0.234882
💰,money_bag,0.077742,0.099282
👗,dress,0.077727,-0.025823
🦑,squid,0.077625,-0.005622
🦸‍♀️,woman_superhero,0.077575,0.189039
🌧️,cloud_with_rain,0.077556,0.201639
🍽,fork_and_knife_with_plate,0.077541,0.179088
👑,crown,0.077522,-0.040226
❤️‍🔥,heart_on_fire,0.077429,0.198153
👁,eye,0.077250,-0.049759
🕦,eleven-thirty,0.077204,0.003191
🤰🏼,pregnant_woman_medium-light_skin_tone,0.077185,0.137222
🗓️,spiral_calendar,0.077160,0.075334
💁🏽‍♂️,man_tipping_hand_medium_skin_tone,0.077131,0.075038
🕘,nine_o’clock,0.077076,0.060430
8⃣,keycap_8,0.077072,0.007755
🙈,see-no-evil_monkey,0.076981,0.040742
🚂,locomotive,0.076911,0.072290
🕞,three-thirty,0.076854,0.009616
🕴️,person_in_suit_levitating,0.076725,-0.033510
🚣🏼,person_rowing_boat_medium-light_skin_tone,0.076716,0.144036
👣,footprints,0.076527,0.029032
✍🏻,writing_hand_light_skin_tone,0.076464,0.111959
🛌,person_in_bed,0.076433,0.149907
🎯,bullseye,0.076362,0.024153
🔨,hammer,0.076350,0.032802
🦹🏽‍♂️,man_supervillain_medium_skin_tone,0.076309,0.149228
🥢,chopsticks,0.076288,0.151144
📽️,film_projector,0.076233,0.094375
🧙🏾‍♂️,man_mage_medium-dark_skin_tone,0.076174,0.208731
🧝🏽‍♀️,woman_elf_medium_skin_tone,0.076150,0.235074
🚪,door,0.076122,0.016678
🥾,hiking_boot,0.076084,0.004038
🚴🏽,person_biking_medium_skin_tone,0.076084,0.115732
🤹🏾‍♀️,woman_juggling_medium-dark_skin_tone,0.076020,0.142388
🤏🏻,pinching_hand_light_skin_tone,0.075978,0.017110
🧾,receipt,0.075934,0.004897
🕵🏼,detective_medium-light_skin_tone,0.075873,0.088390
🚣🏽,person_rowing_boat_medium_skin_tone,0.075800,0.109031
🦏,rhinoceros,0.075735,0.026561
💁‍♂️,man_tipping_hand,0.075696,0.015934
🫶,heart_hands,0.075631,0.170909
🥋,martial_arts_uniform,0.075583,0.184692
🏊🏻,person_swimming_light_skin_tone,0.075507,0.190951
🤹,person_juggling,0.075502,0.006910
🫴🏽,palm_up_hand_medium_skin_tone,0.075502,0.103787
📐,triangular_ruler,0.075470,0.011394
🧫,petri_dish,0.075462,-0.039545
💁,person_tipping_hand,0.075439,-0.064313
🏠,house,0.075312,0.158869
🌦️,sun_behind_rain_cloud,0.075247,0.213982
🦹🏻‍♀,woman_supervillain_light_skin_tone,0.075149,0.084620
🕵‍♂️,man_detective,0.075139,0.168571
🧙🏼‍♂️,man_mage_medium-light_skin_tone,0.074999,0.224201
🥷🏽,ninja_medium_skin_tone,0.074996,-0.005293
🥁,drum,0.074964,0.196266
🧪,test_tube,0.074890,0.037119
💽,computer_disk,0.074873,0.048198
💁🏼‍♀️,woman_tipping_hand_medium-light_skin_tone,0.074868,0.057459
🕵🏽,detective_medium_skin_tone,0.074778,0.017351
🕵‍♀️,woman_detective,0.074771,0.168874
🦹,supervillain,0.074748,-0.004775
💹,chart_increasing_with_yen,0.074696,-0.057247
🧑🏻‍🚀,astronaut_light_skin_tone,0.074671,0.203767
🤼🏽,people_wrestling_medium_skin_tone,0.074592,0.055630
🤜🏾,right-facing_fist_medium-dark_skin_tone,0.074583,0.055568
🫶🏾,heart_hands_medium-dark_skin_tone,0.074533,0.120042
🪰,fly,0.074511,0.026586
🙇🏻,person_bowing_light_skin_tone,0.074429,-0.026882
🙇🏽,person_bowing_medium_skin_tone,0.074391,-0.012127
🫷🏼,leftwards_pushing_hand_medium-light_skin_tone,0.074368,0.139359
🏊🏾,person_swimming_medium-dark_skin_tone,0.074347,0.050530
🎢,roller_coaster,0.074292,0.002682
🫏,donkey,0.074291,-0.016493
🛻,pickup_truck,0.074291,0.000742
💁🏻‍♀️,woman_tipping_hand_light_skin_tone,0.074278,0.031093
🚥,horizontal_traffic_light,0.074268,0.071073
🚴🏼,person_biking_medium-light_skin_tone,0.074267,0.170697
🏍️,motorcycle,0.074194,0.084026
🥌,curling_stone,0.074086,0.010293
🧝🏽‍♂️,man_elf_medium_skin_tone,0.073982,0.230123
🦹🏾‍♀️,woman_supervillain_medium-dark_skin_tone,0.073937,0.108801
🖐️,hand_with_fingers_splayed,0.073875,-0.012882
🫎,moose,0.073831,0.088981
🫰🏽,hand_with_index_finger_and_thumb_crossed_medium_skin_tone,0.073654,0.141466
🫅🏻,person_with_crown_light_skin_tone,0.073644,0.053725
🧝🏼‍♂️,man_elf_medium-light_skin_tone,0.073605,0.227612
😈,smiling_face_with_horns,0.073603,0.046857
🍋‍🟩,lime,0.073600,0.047185
🦹🏻‍♂,man_supervillain_light_skin_tone,0.073565,0.082225
📻,radio,0.073518,0.050065
🪶,feather,0.073512,0.015404
🔊,speaker_high_volume,0.073383,0.011223
🤰🏽,pregnant_woman_medium_skin_tone,0.073360,0.118878
🤜🏼,right-facing_fist_medium-light_skin_tone,0.073219,0.094068
🤹🏼‍♂️,man_juggling_medium-light_skin_tone,0.073143,0.172629
📳,vibration_mode,0.072945,0.020682
🕯,candle,0.072912,0.000872
🪾,leafless_tree,0.072874,0.021776
💿,optical_disk,0.072718,-0.034281
😁,beaming_face_with_smiling_eyes,0.072670,0.143834
🧙🏽‍♂️,man_mage_medium_skin_tone,0.072520,0.231923
💈,barber_pole,0.072514,-0.082193
🕵🏽‍♀️,woman_detective_medium_skin_tone,0.072502,0.163030
🩷,pink_heart,0.072474,-0.027235
🤹🏻‍♂️,man_juggling_light_skin_tone,0.072409,0.188769
🔔,bell,0.072399,0.018353
🧱,brick,0.072277,0.078437
❄,snowflake,0.072197,0.174261
🖕🏼,middle_finger_medium-light_skin_tone,0.072194,0.090870
